coarse number
89
number of 3 aggregates
35,27,27
vertex-1-
(    0.016475,   -0.013636)
vertex-25-
(   -0.098135,    0.000543)
(   -0.104811,   -0.008841)
(   -0.112828,   -0.001101)
(   -0.113325,   -0.006324)
(   -0.105421,    0.004612)
vertex-26-
(   -0.126210,   -0.017654)
(   -0.129500,   -0.014500)
(   -0.119392,   -0.004222)
(   -0.129533,   -0.005193)
(   -0.127528,   -0.003030)
(   -0.130364,   -0.010177)
(   -0.115411,   -0.017654)
(   -0.121226,   -0.019315)
(   -0.112388,   -0.015773)
(   -0.113325,   -0.006324)
vertex-27-
(    0.125620,    0.014498)
(    0.131500,    0.007000)
(    0.120722,    0.014498)
(    0.115989,    0.011028)
(    0.124624,   -0.000388)
(    0.130519,    0.003068)
(    0.129703,    0.011232)
(    0.117615,    0.005230)
vertex-28-
(    0.050847,   -0.010094)
(    0.050337,   -0.016713)
(    0.065553,   -0.017568)
(    0.064000,   -0.021000)
(    0.060569,   -0.022552)
(    0.057396,   -0.006142)
(    0.066080,   -0.012606)
(    0.063431,   -0.009539)
(    0.057000,   -0.024000)
(    0.053925,   -0.022552)
vertex-29-
(    0.040832,    0.008435)
(    0.035910,    0.009842)
(    0.034615,    0.015965)
(    0.049146,    0.016305)
(    0.047641,    0.023193)
(    0.041151,    0.023193)
(    0.045648,    0.010155)
vertex-30-
(   -0.069035,    0.009594)
(   -0.064803,   -0.005120)
(   -0.061254,   -0.003450)
(   -0.074489,    0.004734)
(   -0.071951,   -0.002792)
(   -0.067601,   -0.006158)
(   -0.058411,    0.002997)
(   -0.060911,    0.009051)
vertex-31-
(    0.106121,   -0.001339)
(    0.113147,   -0.004047)
(    0.113143,    0.009808)
(    0.104479,    0.006505)
(    0.107947,    0.009791)
(    0.117615,    0.005230)
(    0.120138,   -0.002113)
vertex-32-
(    0.070066,   -0.004498)
(    0.076901,   -0.008483)
(    0.083512,   -0.004979)
(    0.069606,   -0.000374)
(    0.073319,    0.004117)
(    0.079964,    0.003798)
(    0.082587,   -0.000647)
vertex-33-
(   -0.076729,    0.012800)
(   -0.069035,    0.009594)
(   -0.063621,    0.016674)
(   -0.078000,    0.023000)
(   -0.073483,    0.023432)
(   -0.079992,    0.020177)
(   -0.068601,    0.022618)
vertex-34-
(    0.058535,    0.023532)
(    0.063000,    0.023000)
(    0.065032,    0.020284)
(    0.063786,    0.013736)
(    0.050415,    0.023532)
(    0.054000,    0.025000)
(    0.049146,    0.016305)
(    0.056458,    0.010248)
vertex-35-
(   -0.034597,   -0.012272)
(   -0.042539,   -0.023304)
(   -0.037642,   -0.023304)
(   -0.040556,   -0.008783)
(   -0.048252,   -0.019223)
(   -0.032745,   -0.020040)
(   -0.046699,   -0.013189)
(   -0.046500,   -0.022500)
vertex-36-
(    0.094131,    0.010578)
(    0.096522,    0.017187)
(    0.088833,    0.014439)
(    0.087542,    0.018599)
(    0.096333,    0.022262)
(    0.088274,    0.022994)
(    0.092500,    0.024500)
vertex-37-
(    0.086998,   -0.003419)
(    0.084528,   -0.009400)
(    0.089424,   -0.010002)
(    0.090954,   -0.006413)
(    0.083512,   -0.004979)
vertex-38-
(   -0.070181,   -0.013403)
(   -0.070784,   -0.008375)
(   -0.063687,   -0.011413)
(   -0.064132,   -0.014825)
(   -0.065130,   -0.008295)
vertex-39-
(   -0.040556,   -0.008783)
(   -0.037364,    0.002551)
(   -0.043132,   -0.000018)
(   -0.044857,   -0.006428)
(   -0.036398,   -0.006088)
(   -0.033912,    0.000500)
vertex-40-
(    0.050847,   -0.010094)
(    0.045483,   -0.012205)
(    0.050133,   -0.002660)
(    0.047532,   -0.001044)
(    0.039153,   -0.001002)
(    0.043912,    0.001277)
(    0.040523,   -0.007258)
vertex-41-
(   -0.018381,    0.003526)
(   -0.021309,   -0.004407)
(   -0.012282,   -0.005920)
(   -0.011638,   -0.000125)
(   -0.014582,    0.003056)
(   -0.018824,   -0.008183)
vertex-42-
(    0.062579,   -0.002926)
(    0.070066,   -0.004498)
(    0.066822,   -0.002139)
(    0.069589,   -0.009739)
(    0.067366,   -0.010270)
(    0.063431,   -0.009539)
vertex-43-
(    0.018866,   -0.015106)
(    0.012710,   -0.017842)
(    0.017498,   -0.020578)
(    0.013394,   -0.021946)
(    0.012504,   -0.015223)
(    0.020524,   -0.017500)
(    0.016475,   -0.013636)
vertex-44-
(   -0.054563,   -0.000313)
(   -0.050559,    0.006770)
(   -0.058411,    0.002997)
(   -0.049941,    0.003739)
(   -0.054564,    0.007396)
vertex-45-
(    0.011064,   -0.010545)
(    0.004872,   -0.007949)
(    0.007000,   -0.016500)
(    0.004613,   -0.014333)
(    0.010195,   -0.016427)
(    0.012504,   -0.015223)
vertex-46-
(    0.018505,    0.001459)
(    0.018293,    0.011759)
(    0.021963,    0.009885)
(    0.015376,    0.010037)
(    0.022779,    0.002856)
(    0.024278,    0.005711)
(    0.014812,    0.004343)
vertex-47-
(    0.131500,   -0.003000)
(    0.129246,   -0.007080)
(    0.129954,   -0.000003)
(    0.124624,   -0.000388)
(    0.121478,   -0.007072)
(    0.125000,   -0.010382)
(    0.120138,   -0.002113)
vertex-48-
(    0.095030,   -0.016396)
(    0.094180,   -0.011513)
(    0.087076,   -0.014538)
(    0.089424,   -0.010002)
(    0.092209,   -0.019275)
(    0.089115,   -0.018854)
vertex-49-
(   -0.016622,   -0.021454)
(   -0.020000,   -0.022000)
(   -0.023810,   -0.020016)
(   -0.019844,   -0.012461)
(   -0.025388,   -0.017500)
(   -0.023335,   -0.013849)
(   -0.015903,   -0.015703)
vertex-50-
(    0.013037,    0.000380)
(    0.007279,    0.003024)
(    0.010496,    0.006756)
(    0.014812,    0.004343)
vertex-51-
(    0.085740,    0.003523)
(    0.086998,   -0.003419)
(    0.091890,    0.001496)
(    0.091996,   -0.000943)
(    0.082587,   -0.000647)
vertex-52-
(    0.021504,   -0.015009)
(    0.022402,   -0.012982)
(    0.029334,   -0.017144)
(    0.028079,   -0.014281)
(    0.025063,   -0.022839)
(    0.029334,   -0.021415)
(    0.020524,   -0.017500)
(    0.020080,   -0.020703)
vertex-53-
(    0.118500,    0.019000)
(    0.118471,    0.016488)
(    0.117253,    0.014263)
(    0.112139,    0.017241)
(    0.114286,    0.014123)
(    0.116448,    0.020535)
(    0.111727,    0.021884)
vertex-54-
(    0.029676,    0.001625)
